;Book;Sentence;Entities;CharacterEntities
42683;Baptism of Fire;And you know as well as I, dear Phil, that the intelligence services of Emhyr are urgently looking for only those agents and emissaries, who vowed to rip Emhyr apart.;['Phil', 'Emhyr', 'Emhyr'];['Emhyr', 'Emhyr']
42685;Baptism of Fire;Things look pretty strange, however we were confident that Cahir was ordered to capture princess Cirilla and deliver her to Nilfgaard.'';['Cahir', 'Cirilla', 'Nilfgaard'];['Cahir', 'Cirilla']
42707;Baptism of Fire;The Scoia'tael emerged from the bushes like ghosts, and only then Milva breathed more freely.;"[""Scoia'tael"", 'Milva']";['Milva']
42715;Baptism of Fire;There were at least thirty, more than just the Coinneach commando.;['at least thirty', 'Coinneach'];['Coinneach']
42716;Baptism of Fire;Milva was surprised, the numbers of Squirrel detachments had started to decrease.;['Milva', 'Squirrel'];['Milva']
42719;Baptism of Fire;"""Cead, Coinneach."" greeted the approaching leader.";['Coinneach'];['Coinneach']
42726;Baptism of Fire;Milva, meaning Kite.;['Milva'];['Milva']
42739;Baptism of Fire;Coinneach asked, casting a quick glance at the deer laid over her horse, he smiled slightly.;['Coinneach'];['Coinneach']
42749;Baptism of Fire;"""Ciaran!""";['Ciaran'];['Ciaran']
42751;Baptism of Fire;"""Toruviel!";['Toruviel'];['Toruviel']
42755;Baptism of Fire;Ciaran aep Dearbh interrupted gravely.;['Ciaran', 'Dearbh'];['Ciaran']
42757;Baptism of Fire;"""Yes,"" Toruviel repeated after him, dismounting carefully so as not to disturb her arm bent in a sling.";['Toruviel'];['Toruviel']
42763;Baptism of Fire;Toruviel quietly explained.;['Toruviel'];['Toruviel']
42768;Baptism of Fire;This time, Milva clearly heard the thunder rumbling in the distance.;['Milva'];['Milva']
42803;Baptism of Fire;"""Leave me be, Coinneach.""";['Coinneach'];['Coinneach']
42818;Baptism of Fire;The clenched eyelids of Philippa Eilhart quivered, Triss Merigold panted, and sweat beads ran down the high forehead of Keira Metz.;['Philippa Eilhart', 'Merigold', 'Keira Metz'];['Philippa', 'Keira']
42819;Baptism of Fire;Only the face of Margarita Laux-Antille expressed no fatigue.;['Margarita Laux-Antille'];['Margarita']
42822;Baptism of Fire;While Philippa Eilhart chanted the last incantations, the orb came up right in front of her, on top of one of the twelve chairs placed around the table.;['Philippa Eilhart', 'one', 'twelve'];['Philippa']
42825;Baptism of Fire;"""Holy shit,"" Keira muttered, wiping her forehead.";['Keira'];['Keira']
42827;Baptism of Fire;"""Apparently not."" said Triss from the corner of her mouth.";['Triss'];['Triss']
42829;Baptism of Fire;"""Neither have they heard of make-up."" said Philippa quietly.";['Philippa'];['Philippa']
42834;Baptism of Fire;Margarita Laux-Antille repeated the formula of the incantation and gestured to Philippa.;['Margarita Laux-Antille', 'Philippa'];['Margarita', 'Philippa']
42837;Baptism of Fire;Triss bit her lip and glanced at Keira.;['Keira'];['Keira']
42844;Baptism of Fire;Philippa Eilhart rose, trying not to unduly expose her jewels, her laces and her cleavage.;['Philippa Eilhart'];['Philippa']
42859;Baptism of Fire;The first to appear was Sabrina Glevissig, wearing a provocatively low-cut turquoise dress with a large, standing lace collar, which formed a beautiful setting for her curly hair crowned with a brilliant diadem.;['first', 'Sabrina Glevissig'];['Sabrina']
42860;Baptism of Fire;Next to her, emerging from the misty light projection, was Sheala de Tancarville in a black velvet gown trimmed with pearls, her neck wrapped with a silver fox boa.;['Sheala de Tancarville', 'fox boa'];['Sheala']
42862;Baptism of Fire;Just wait for Francesca, thought Triss.;['Francesca'];['Francesca']
42863;Baptism of Fire;When you see Francesca, little black rat, your eyes will pop out of your head.;['Francesca'];['Francesca']
42864;Baptism of Fire;Francesca Findabair did not disappoint.;['Francesca Findabair'];['Francesca']
42867;Baptism of Fire;"""Ladies, I wish you all welcome to Montecalvo,"" said Philippa.";['Montecalvo', 'Philippa'];['Philippa']
42870;Baptism of Fire;I, Philippa Eilhart, the mistress of this castle, as hostess and instigator of this meeting will handle the introductions.;['Philippa Eilhart'];['Philippa']
42871;Baptism of Fire;To my right, Margarita Laux-Antille, the head of the Academy of Aretuza.;['Margarita Laux-Antille', 'the Academy of Aretuza'];['Margarita']
42872;Baptism of Fire;To my left, Triss Merigold, of Maribor, and Keira Metz, of Carreras.;['Merigold', 'Maribor', 'Keira Metz', 'Carreras'];['Keira']
42873;Baptism of Fire;Next, we have Sabrina Glevissig, of Ard Carraigh and Sheala Tancarville of Creyden, representing Kovir.;['Sabrina Glevissig', 'Ard Carraigh', 'Sheala Tancarville', 'Creyden', 'Kovir'];['Sabrina']
42874;Baptism of Fire;Then Francesca Findabair, known as Enid an Gleanna, the current ruler of the Valley of Flowers.;['Francesca Findabair', 'Enid', 'Gleanna', 'the Valley of Flowers'];['Francesca']
42875;Baptism of Fire;And finally Assire var Anahid of Vicovaro, from the Empire of Nilfgaard.;['Assire var Anahid', 'Vicovaro', 'the Empire of Nilfgaard'];['Assire']
42877;Baptism of Fire;Sabrina Glevissig yelled, pointing at Francesca with her hand covered in rings.;['Sabrina Glevissig', 'Francesca'];['Sabrina', 'Francesca']
42878;Baptism of Fire;"""You went too far, Philippa!";['Philippa'];['Philippa']
42881;Baptism of Fire;"The blood she and Vilgefortz spilled!""";['Vilgefortz'];['Vilgefortz']
42890;Baptism of Fire;Sabrina moved so suddenly that for a moment she came out of the projection.;['Sabrina'];['Sabrina']
42895;Baptism of Fire;Do you mock us, Philippa?;['Philippa'];['Philippa']
42897;Baptism of Fire;And there sits Enid Findabair, by the grace of Emhyr var Emreis the reigning ruler of the elves of Dol Blathanna, who actively supports and arms Nilfgaard.;['Enid Findabair', 'Emhyr var Emreis', 'Dol Blathanna', 'Nilfgaard'];['Emhyr']
42901;Baptism of Fire;If she's here, its at the knowledge and consent of Emhyr!;['Emhyr'];['Emhyr']
42904;Baptism of Fire;"""I doubt it."" said Assire var Anahid calmly.";['Assire var Anahid'];['Assire']
42913;Baptism of Fire;"""For me, the betrayal of this secret could also have unpleasant consequences,"" Francesca smiled charmingly.";['Francesca'];['Francesca']
42914;Baptism of Fire;"""You would have a marvelous opportunity for revenge, Sabrina.""";['Sabrina'];['Sabrina']
42916;Baptism of Fire;Sabrina's black eyes flashed ominously.;['Sabrina'];['Sabrina']
42920;Baptism of Fire;"""Of course,"" Philippa Eilhart interjected.";['Philippa Eilhart'];['Philippa']
42921;Baptism of Fire;"""Of course, Sabrina gently reminds us of my work with Sigismund Dijkstra.";['Sabrina', 'Sigismund Dijkstra'];['Sabrina', 'Sigismund']
42923;Baptism of Fire;"""There is a difference,"" Sabrina growled.";['Sabrina'];['Sabrina']
42924;Baptism of Fire;"""I was not Henselt's mistress for three years, let alone his spies!""";['Henselt', 'three years'];['Henselt']
42928;Baptism of Fire;Sheala de Tancarville suddenly said outloud.;['Sheala de Tancarville'];['Sheala']
42929;Baptism of Fire;"""You've said enough, Sabrina.";['Sabrina'];['Sabrina']
42935;Baptism of Fire;Finally, I propose we call on Philippa Eilhart to begin, so we can finally learn the reason for this gathering.;['Philippa Eilhart'];['Philippa']
42939;Baptism of Fire;"And I, Sheala de Tancarville, will personally take appropriate action against the indiscreet.""";['Sheala de Tancarville'];['Sheala']
42941;Baptism of Fire;Triss did not for a moment doubt Sheala's warning.;['Triss', 'Sheala'];['Triss', 'Sheala']
42943;Baptism of Fire;"""We give you the stage, Philippa.";['Philippa'];['Philippa']
42945;Baptism of Fire;Philippa Eilhart rose, rustling her dress.;['Philippa Eilhart'];['Philippa']
42965;Baptism of Fire;"My first question, Philippa; why me?";['first', 'Philippa'];['Philippa']
42971;Baptism of Fire;"Not Istredd of Aedd Gynvael, Tugdual or Zangenis?""";['Tugdual', 'Zangenis'];['Tugdual']
42972;Baptism of Fire;"""Because they are men."" said Philippa.";['Philippa'];['Philippa']
42974;Baptism of Fire;"And you Assire?""";['Assire'];['Assire']
42980;Baptism of Fire;sneered Sabrina Glevissig.;['Sabrina Glevissig'];['Sabrina']
42981;Baptism of Fire;"""Especially from your mouth, Philippa, after your change of ...sexual orientation.";['Philippa'];['Philippa']
42987;Baptism of Fire;admitted Margarita Laux-Antille calmly.;['Margarita Laux-Antille'];['Margarita']
42994;Baptism of Fire;Sheala pouted, though not hiding her smile.;['Sheala'];['Sheala']
42998;Baptism of Fire;"""If I may,"" Francesca Findabair said in her melodious voice, ""I would like us to stop the rambling speculation about the nature of the domination of our gender, this harbours no discussion.";['Francesca Findabair'];['Francesca']
43004;Baptism of Fire;"If so, Philippa, we do not find common ground.""";['Philippa'];['Philippa']
43006;Baptism of Fire;Asked Assire var Anahid.;['Assire var Anahid'];['Assire']
43011;Baptism of Fire;Having finished her speech, Assire leant, as if to lay her hand on something that was not in the projection.;['Assire'];['Assire']
43014;Baptism of Fire;whispered Keira Metz.;['Keira Metz'];['Keira']
43018;Baptism of Fire;"""Dear Francesca, dear Assire.";['Dear Francesca', 'Assire'];['Assire']
43021;Baptism of Fire;"""Driven by the good magic,"" Sabrina Glevissig smiled mockingly, ""but still forgetting to ensure the welfare of witches?";['Sabrina Glevissig'];['Sabrina']
43024;Baptism of Fire;Triss moved uneasily, Philippa let out a barely audible sigh.;['Philippa'];['Philippa']
43025;Baptism of Fire;Keira looked down, Sheala pretended to adjust her boa.;['Keira', 'Sheala'];['Keira', 'Sheala']
43030;Baptism of Fire;Sabrina finished quickly.;['Sabrina'];['Sabrina']
43031;Baptism of Fire;"""Philippa, Triss and I, all three of us were at Sodden Hill.";['Triss', 'three', 'Sodden Hill'];['Triss']
43032;Baptism of Fire;Emhyr will make us pay, as we will pay forThanedd, and for the entirety of our involvement.;['Emhyr', 'forThanedd'];['Emhyr']
43038;Baptism of Fire;said Assire var Anahid, looking at Philippa.;['Assire var Anahid', 'Philippa'];['Assire', 'Philippa']
43039;Baptism of Fire;"""I am apolitical,"" Margarita Laux-Antille raised her head.";['Margarita Laux-Antille'];['Margarita']
43042;Baptism of Fire;"""Dear ladies,"" Sheala spoke.";['Dear ladies', 'Sheala'];['Sheala']
43046;Baptism of Fire;The principal proposed by Philippa is clear.;['Philippa'];['Philippa']
43051;Baptism of Fire;Philippa Eilhart confirmed.;['Philippa Eilhart'];['Philippa']
43058;Baptism of Fire;"""All of us?"" Sheala repeated.";['Sheala'];['Sheala']
43063;Baptism of Fire;The second place I leave to you to cast, Francesca, because as the only pure-blood elf you should not feel isolated.;['second', 'Francesca'];['Francesca']
43073;Baptism of Fire;"""One moment,"" interrupted Sheala de Tancarville.";['One', 'Sheala de Tancarville'];['Sheala']
43100;Baptism of Fire;"""This one at the front, look at him, he's Giselher ...Sort of their leader.""";['Giselher'];['Giselher']
43111;Baptism of Fire;He easily guessed that the one with the straw-colored hair down to his shoulders, biting an apple, was Kayleigh, the one with the broad-shoulders was Asse, and the one in the embroidered sheepskin was Reef.;['Kayleigh', 'Asse'];['Kayleigh', 'Asse']
43112;Baptism of Fire;Two girls followed at the end of the parade, riding side by side holding hands.;['Two', 'the end of the parade'];['Two']
43119;Baptism of Fire;"""Falka's her name.";['Falka'];['Falka']
43126;Baptism of Fire;Giselher, had stopped his horse, and condescendingly tossed a tinkling pouch of coins at the foot of Grandmother Mykitka, who was leaning on her cane.;['Giselher', 'Grandmother Mykitka'];['Giselher']
43132;Baptism of Fire;Asse and Reef followed her example.;['Asse', 'Reef'];['Asse', 'Reef']
43134;Baptism of Fire;Kayleigh, chortling, launched his half-eaten apple into the swirling crowd.;['Kayleigh', 'half'];['Kayleigh']
43155;Baptism of Fire;He recognized the chattering of the twins Stelmach and Zgarba, the broken falsetto of the neighbours children.;['Stelmach', 'Zgarba'];['Zgarba']
43156;Baptism of Fire;Then he heard the voice of Milenka.;['Milenka'];['Milenka']
43169;Baptism of Fire;There will be a storm, thought, Milva, and rain comes after a storm.;['Milva'];['Milva']
43192;Baptism of Fire;Geralt firmly tightened his grip on the reins, and the mare snapped her hooves, her horseshoes ringing on the stones, and continued to prance backwards.;['Geralt'];['Geralt']
43194;Baptism of Fire;Did you see her, Dandelion?;['Dandelion'];['Dandelion']
43219;Baptism of Fire;"Hurry your fat little gelding, Dandelion.""";['Hurry', 'Dandelion'];['Dandelion']
43220;Baptism of Fire;"""My horse is called Pegasus.""";['Pegasus'];['Pegasus']
43225;Baptism of Fire;"""How about Roach?"" Laughed the troubadour.";['Roach'];['Roach']
43226;Baptism of Fire;"""Roach.""";['Roach'];['Roach']
43229;Baptism of Fire;"""Geralt?"" ""Tell me.""";['Geralt'];['Geralt']
43230;Baptism of Fire;"""Have you ever had a horse called Roach?"" ""No.""";['Roach'];['Roach']
43275;Baptism of Fire;Roach, who was frightened, stamped and danced.;['Roach'];['Roach']
43277;Baptism of Fire;"""Geralt!""";['Geralt'];['Geralt']
43289;Baptism of Fire;Geralt swore, but the thunder drowned out the sound.;['Geralt'];['Geralt']
43290;Baptism of Fire;"""Lower the crossbow, Kolda,"" said a small man in a straw hat, turning away from the trunk of the beech, hopping on one leg and buttoning his trousers.";['Kolda'];['Kolda']
43296;Baptism of Fire;Dandelion growled behind Geralt.;['Geralt'];['Geralt']
43305;Baptism of Fire;Geralt was not surprised by the mistake.;['Geralt'];['Geralt']
43309;Baptism of Fire;"""Watch out,"" Geralt muttered, dismounting.";['Geralt'];['Geralt']
43325;Baptism of Fire;Geralt and Dandelion were not in very good position, but fortunately the hawkers had taken them for elves.;['Geralt'];['Geralt']
43326;Baptism of Fire;Geralt tightened his hood around his face and began wondering what to do when they were discovered.;['Geralt'];['Geralt']
43334;Baptism of Fire;Geralt nodded.;['Geralt'];['Geralt']
43343;Baptism of Fire;Angus Bri Cri?;['Angus Bri Cri'];['Angus']
43344;Baptism of Fire;Or maybe Riordain?;['Riordain'];['Riordain']
43345;Baptism of Fire;I know Riordain was seen a week ago, he'd sliced the necks of the royal bailiffs circulating the area on a cart, collecting taxes.;['Riordain', 'a week ago'];['Riordain']
43369;Baptism of Fire;For the umpteenth time, Geralt cursed the bard's curiosity.;['Geralt'];['Geralt']
